,Gene_ID,Disease_ID,label
0,1,C0019209,1
1,2,C0002395,1
2,2,C0007102,1
3,2,C0009375,1
4,2,C0011265,1
5,2,C0011581,1
6,2,C0019202,1
7,2,C0022660,1
8,2,C0023893,1
9,2,C0024121,1
10,2,C0242379,1
11,2,C0276496,1
12,2,C0546126,1
13,2,C0750900,1
14,2,C0750901,1
15,2,C2239176,1
16,2,C3279661,1
17,9,C0004403,1
18,9,C0005695,1
19,9,C0006826,1
20,9,C0008625,1
21,9,C0013221,1
22,9,C0027651,1
23,9,C0028796,1
24,9,C0033578,1
25,9,C0041755,1
26,9,C0086457,1
27,9,C0086692,1
28,10,C0005684,1
29,10,C0010054,1
30,10,C0011999,1
31,10,C0013182,1
32,10,C0013221,1
33,10,C0023452,1
34,10,C0023453,1
35,10,C0023903,1
36,10,C0027794,1
37,10,C0027806,1
38,10,C0033578,1
39,10,C0080218,1
40,10,C0152234,1
41,10,C0152426,1
42,10,C0266453,1
43,10,C0344479,1
44,10,C0345904,1
45,10,C0376358,1
46,10,C0678222,1
47,10,C1257931,1
48,10,C1262760,1
49,10,C1458155,1
50,10,C1956346,1
51,10,C3658290,1
52,10,C4277682,1
53,10,C4279912,1
54,12,C0023794,1
55,12,C0033578,1
56,12,C0033975,1
57,15,C0005587,1
58,15,C0011570,1
59,15,C0011581,1
60,15,C0494410,1
61,15,C0751758,1
62,15,C0751759,1
63,15,C0751760,1
64,15,C0877792,1
65,16,C0004138,1
66,16,C0007959,1
67,16,C0543888,1
68,16,C2750090,1
69,18,C0004352,1
70,18,C0017168,1
71,18,C0022333,1
72,18,C0023380,1
73,18,C0023893,1
74,18,C0026825,1
75,18,C0026827,1
76,18,C0033922,1
77,18,C0036572,1
78,18,C0149958,1
79,18,C0151889,1
80,18,C0234146,1
81,18,C0234535,1
82,18,C0241772,1
83,18,C0270824,1
84,18,C0270846,1
85,18,C0277839,1
86,18,C0277850,1
87,18,C0278211,1
88,18,C0422850,1
89,18,C0422853,1
90,18,C0422854,1
91,18,C0494475,1
92,18,C0522345,1
93,18,C0543888,1
94,18,C0558847,1
95,18,C0576612,1
96,18,C0679465,1
97,18,C0743002,1
98,18,C0751056,1
99,18,C0751110,1
100,18,C0751330,1
101,18,C0751456,1
102,18,C0751468,1
103,18,C0751470,1
104,18,C0751471,1
105,18,C0751473,1
106,18,C0751475,1
107,18,C0751476,1
108,18,C0751478,1
109,18,C0751479,1
110,18,C0751480,1
111,18,C0751494,1
112,18,C0751495,1
113,18,C0751496,1
114,18,C0751651,1
115,18,C2267233,1
116,18,C3495874,1
117,18,C4317123,1
118,18,C4505436,1
119,19,C0009404,1
120,19,C0020445,1
121,19,C0022661,1
122,19,C0031117,1
123,19,C0036341,1
124,19,C0473527,1
125,19,C0745103,1
126,19,C1527249,1
127,19,C1563937,1
128,19,C1704417,1
129,19,C1704429,1
130,19,C3711531,1
131,21,C0006142,1
132,21,C0009402,1
133,21,C0009404,1
134,21,C0013990,1
135,21,C0020542,1
136,21,C0035220,1
137,21,C0085786,1
138,21,C0852283,1
139,21,C1527249,1
140,21,C1800706,1
141,21,C1855670,1
142,22,C0004134,1
143,22,C0010828,1
144,22,C0158995,1
145,22,C0240991,1
146,22,C0278161,1
147,22,C0427190,1
148,22,C0750937,1
149,22,C0750940,1
150,22,C0751651,1
151,22,C1845028,1
152,23,C0032285,1
153,23,C0887898,1
154,23,C1527304,1
155,23,C3714636,1
156,24,C0006142,1
157,24,C0009402,1
158,24,C0009404,1
159,24,C0035334,1
160,24,C0242383,1
161,24,C0271093,1
162,24,C1527249,1
163,24,C1855465,1
164,24,C1858806,1
165,24,C1866422,1
166,24,C3495438,1
167,25,C0005941,1
168,25,C0010828,1
169,25,C0014859,1
170,25,C0018798,1
171,25,C0023473,1
172,25,C0023903,1
173,25,C0027659,1
174,25,C0032927,1
175,25,C0205641,1
176,25,C0205645,1
177,25,C0345904,1
178,25,C0345958,1
179,25,C0678222,1
180,25,C1257931,1
181,25,C1458155,1
182,25,C1961102,1
183,26,C0018800,1
184,26,C1383860,1
185,28,C0001973,1
186,28,C0010474,1
187,28,C0013295,1
188,28,C0030297,1
189,28,C0033578,1
190,28,C0038454,1
191,28,C0085762,1
192,28,C0346647,1
193,28,C0376358,1
194,28,C0525045,1
195,28,C0677886,1
196,28,C0751956,1
197,28,C1956346,1
198,29,C0033578,1
199,31,C0018801,1
200,31,C0018802,1
201,31,C0268603,1
202,31,C1527249,1
203,31,C1959583,1
204,31,C1961112,1
205,31,C2239176,1
206,32,C0021655,1
207,32,C0028754,1
208,32,C0920563,1
209,32,C1335302,1
210,33,C0220711,1
211,33,C0220994,1
212,34,C0003886,1
213,34,C0006142,1
214,34,C0028754,1
215,34,C0035410,1
216,34,C0043094,1
217,34,C0085605,1
218,34,C0220710,1
219,34,C0220994,1
220,34,C3714756,1
221,35,C0003886,1
222,35,C0220994,1
223,36,C0004352,1
224,37,C0003129,1
225,37,C0007194,1
226,37,C0035410,1
227,37,C0242184,1
228,37,C0700292,1
229,37,C3714756,1
230,37,C3887523,1
231,38,C0022333,1
232,38,C0022661,1
233,38,C0023893,1
234,38,C0036572,1
235,38,C0149958,1
236,38,C0234533,1
237,38,C0234535,1
238,38,C0270824,1
239,38,C0270846,1
240,38,C0271713,1
241,38,C0422850,1
242,38,C0422852,1
243,38,C0422853,1
244,38,C0422854,1
245,38,C0422855,1
246,38,C0494475,1
247,38,C0751110,1
248,38,C0751495,1
249,38,C1536500,1
250,38,C3714756,1
251,38,C4048158,1
252,38,C4316903,1
253,38,C4317123,1
254,38,C4505436,1
255,39,C0342735,1
256,40,C0004352,1
257,40,C0021368,1
258,41,C0007786,1
259,41,C0085742,1
260,41,C0272945,1
261,41,C0917798,1
262,43,C0002395,1
263,43,C0002726,1
264,43,C0006142,1
265,43,C0007134,1
266,43,C0011265,1
267,43,C0022333,1
268,43,C0023893,1
269,43,C0026650,1
270,43,C0026850,1
271,43,C0028754,1
272,43,C0040822,1
273,43,C0040827,1
274,43,C0041755,1
275,43,C0149840,1
276,43,C0234370,1
277,43,C0234371,1
278,43,C0234373,1
279,43,C0234374,1
280,43,C0234375,1
281,43,C0234378,1
282,43,C0234379,1
283,43,C0234381,1
284,43,C0234533,1
285,43,C0234535,1
286,43,C0235078,1
287,43,C0235081,1
288,43,C0235082,1
289,43,C0235083,1
290,43,C0235843,1
291,43,C0236733,1
292,43,C0236804,1
293,43,C0236807,1
294,43,C0266487,1
295,43,C0270824,1
296,43,C0270844,1
297,43,C0276496,1
298,43,C0279702,1
299,43,C0353676,1
300,43,C0376358,1
301,43,C0422850,1
302,43,C0422852,1
303,43,C0422853,1
304,43,C0422854,1
305,43,C0494463,1
306,43,C0494475,1
307,43,C0546126,1
308,43,C0678222,1
309,43,C0700359,1
310,43,C0750900,1
311,43,C0750901,1
312,43,C0751056,1
313,43,C0751123,1
314,43,C0751292,1
315,43,C0751293,1
316,43,C0751294,1
317,43,C0751295,1
318,43,C0751495,1
319,43,C0751496,1
320,43,C0751564,1
321,43,C0751565,1
322,43,C1266042,1
323,43,C1266043,1
324,43,C1266044,1
325,43,C3494247,1
326,43,C3494248,1
327,43,C3495874,1
328,43,C4048158,1
329,43,C4317123,1
330,43,C4505436,1
331,47,C0018801,1
332,47,C1959583,1
333,47,C2239176,1
334,48,C0027626,1
335,50,C0751651,1
336,50,C3281192,1
337,50,C3714756,1
338,50,C4225384,1
339,51,C0002152,1
340,51,C0011853,1
341,51,C0023520,1
342,51,C0038433,1
343,51,C0282528,1
344,51,C0543888,1
345,51,C2239176,1
346,51,C3714756,1
347,52,C0036341,1
348,52,C0041696,1
349,52,C1269683,1
350,54,C0023893,1
351,54,C0029434,1
352,54,C0432222,1
353,54,C3714756,1
354,55,C0087031,1
355,55,C3714758,1
356,58,C0007194,1
357,58,C0149721,1
358,58,C0175709,1
359,58,C0206157,1
360,58,C0270969,1
361,58,C0410180,1
362,58,C0410203,1
363,58,C0410207,1
364,58,C0546125,1
365,58,C0699743,1
366,58,C0751336,1
367,58,C0752282,1
368,58,C0949658,1
369,58,C1834339,1
370,58,C1834558,1
371,58,C2750537,1
372,58,C3645536,1
373,58,C4225181,1
374,59,C0005398,1
375,59,C0006142,1
376,59,C0013720,1
377,59,C0014175,1
378,59,C0022658,1
379,59,C0023890,1
380,59,C0023895,1
381,59,C0024796,1
382,59,C0026654,1
383,59,C0027051,1
384,59,C0036421,1
385,59,C0086432,1
386,59,C0086565,1
387,59,C0149519,1
388,59,C0162872,1
389,59,C0239946,1
390,59,C0269102,1
391,59,C0340630,1
392,59,C0345050,1
393,59,C0520463,1
394,59,C0524611,1
395,59,C0678222,1
396,59,C1257931,1
397,59,C1458155,1
398,59,C1619692,1
399,59,C1968949,1
400,59,C2673186,1
401,59,C3151201,1
402,59,C3279690,1
403,60,C0003129,1
404,60,C0003130,1
405,60,C0005586,1
406,60,C0009363,1
407,60,C0010278,1
408,60,C0013393,1
409,60,C0013421,1
410,60,C0014859,1
411,60,C0018784,1
412,60,C0024121,1
413,60,C0024667,1
414,60,C0024668,1
415,60,C0027626,1
416,60,C0029408,1
417,60,C0036341,1
418,60,C0086743,1
419,60,C0151744,1
420,60,C0205696,1
421,60,C0205698,1
422,60,C0242379,1
423,60,C0376634,1
424,60,C0393588,1
425,60,C0546837,1
426,60,C0700292,1
427,60,C0751093,1
428,60,C1257925,1
429,60,C1846331,1
430,60,C1855722,1
431,60,C1955869,1
432,60,C2239176,1
433,60,C3714756,1
434,70,C0007194,1
435,70,C0007959,1
436,70,C0034951,1
437,70,C0038356,1
438,70,C0282313,1
439,70,C0340427,1
440,70,C0949658,1
441,70,C1449563,1
442,70,C1527310,1
443,70,C1708349,1
444,70,C2677506,1
445,70,C2748552,1
446,70,C3150682,1
447,70,C4021133,1
448,71,C0007097,1
449,71,C0007621,1
450,71,C0009363,1
451,71,C0010278,1
452,71,C0024667,1
453,71,C0024668,1
454,71,C0029456,1
455,71,C0205696,1
456,71,C0205697,1
457,71,C0205699,1
458,71,C0265541,1
459,71,C0376634,1
460,71,C0497552,1
461,71,C0751406,1
462,71,C0948089,1
463,71,C1257925,1
464,71,C1855722,1
465,71,C1955869,1
466,71,C3281235,1
467,71,C3714756,1
468,72,C0007102,1
469,72,C0009375,1
470,72,C0042781,1
471,72,C0266833,1
472,72,C1608393,1
473,72,C1864996,1
474,72,C1968949,1
475,81,C0017668,1
476,81,C0086432,1
477,81,C0205696,1
478,81,C0205697,1
479,81,C0205699,1
480,81,C0333497,1
481,81,C1257925,1
482,87,C4304021,1
483,88,C0007959,1
484,88,C0264886,1
485,88,C0340427,1
486,90,C0006142,1
487,90,C0016037,1
488,90,C0017638,1
489,90,C0025202,1
490,90,C0027122,1
491,90,C0242488,1
492,90,C0280783,1
493,90,C0334579,1
494,90,C0334580,1
495,90,C0334581,1
496,90,C0334583,1
497,90,C0338070,1
498,90,C0345050,1
499,90,C0555198,1
500,90,C0678222,1
501,90,C0750935,1
502,90,C0750936,1
503,90,C1257931,1
504,90,C1458155,1
505,90,C3714756,1
506,92,C0278701,1
507,92,C0920269,1
508,93,C0037221,1
509,93,C0175707,1
510,93,C0265357,1
511,93,C0266642,1
512,93,C1167664,1
513,93,C3151057,1
514,93,C3178805,1
515,93,C3178806,1
516,93,C4277690,1
517,94,C0007820,1
518,94,C0039445,1
519,94,C0162872,1
520,94,C0340543,1
521,94,C1701939,1
522,94,C1838163,1
523,94,C2973725,1
524,94,C3203102,1
525,94,C3850148,1
526,94,C3852953,1
527,95,C0006142,1
528,95,C0007134,1
529,95,C0032927,1
530,95,C0282313,1
531,95,C1266042,1
532,95,C1266043,1
533,95,C3714756,1
534,100,C0004352,1
535,100,C0020452,1
536,100,C0023893,1
537,100,C0024121,1
538,100,C0037928,1
539,100,C0178824,1
540,100,C0242379,1
541,100,C0392607,1
542,100,C2700553,1
543,101,C0860207,1
544,101,C3658290,1
545,102,C0406811,1
546,102,C0678222,1
547,102,C1257931,1
548,102,C3810041,1
549,103,C0006142,1
550,103,C0037773,1
551,103,C0678222,1
552,103,C1257931,1
553,103,C1458155,1
554,103,C3489724,1
555,103,C3489725,1
556,103,C3539013,1
557,103,C3714756,1
558,104,C0032460,1
559,104,C0033975,1
560,105,C0013146,1
561,105,C0013170,1
562,105,C0038586,1
563,105,C0236969,1
564,105,C0740858,1
565,105,C1510472,1
566,105,C1527249,1
567,105,C4316881,1
568,107,C0038587,1
569,107,C0086189,1
570,107,C0424295,1
571,107,C1857809,1
572,108,C0004096,1
573,108,C0005586,1
574,109,C0005586,1
575,109,C0011875,1
576,109,C0028756,1
577,109,C0525045,1
578,111,C0001787,1
579,111,C0005612,1
580,111,C0011570,1
581,111,C0011581,1
582,111,C0011860,1
583,111,C0016059,1
584,111,C0020538,1
585,111,C0024667,1
586,111,C0024668,1
587,111,C0029456,1
588,111,C0029459,1
589,111,C0041696,1
590,111,C0205697,1
591,111,C0205698,1
592,111,C0205699,1
593,111,C0751406,1
594,111,C0878544,1
595,111,C1257925,1
596,111,C1535926,1
597,111,C1847627,1
598,111,C1859098,1
599,111,C3714756,1
600,112,C0003886,1
601,112,C4225385,1
602,113,C0001973,1
603,113,C0009324,1
604,113,C0011570,1
605,113,C0023467,1
606,113,C0036341,1
607,113,C0041696,1
608,113,C0087031,1
609,113,C1269683,1
610,113,C1879321,1
611,113,C3495559,1
612,113,C3714758,1
613,114,C0005586,1
614,114,C0011570,1
615,114,C0011581,1
616,114,C0025945,1
617,114,C0038587,1
618,114,C0086189,1
619,114,C0087169,1
620,114,C0424295,1
621,114,C0525045,1
622,114,C0751217,1
623,116,C0005586,1
624,116,C0011570,1
625,116,C0011581,1
626,116,C0026205,1
627,116,C0033141,1
628,116,C0042484,1
629,116,C0178824,1
630,116,C0279626,1
631,116,C0333233,1
632,116,C0392156,1
633,116,C0878544,1
634,116,C0878773,1
635,116,C3887612,1
636,117,C0011570,1
637,117,C0036341,1
638,118,C0020538,1
639,118,C0085580,1
640,119,C4302111,1
641,120,C0007786,1
642,120,C0235032,1
643,120,C0917798,1
644,120,C2751938,1
645,120,C4310767,1
646,123,C0015695,1
647,123,C0023893,1
648,123,C0024623,1
649,123,C0038356,1
650,123,C1708349,1
651,124,C0001973,1
652,125,C0001956,1
653,125,C0001969,1
654,125,C0001973,1
655,125,C0007785,1
656,125,C0009402,1
657,125,C0009404,1
658,125,C0014859,1
659,125,C0023055,1
660,125,C0026640,1
661,125,C0028754,1
662,125,C0031347,1
663,125,C0033975,1
664,125,C0085762,1
665,125,C0153405,1
666,125,C0279626,1
667,125,C0393756,1
668,125,C0751010,1
669,125,C0751011,1
670,125,C0751012,1
671,125,C0887799,1
672,125,C1527249,1
673,126,C0001956,1
674,126,C0001969,1
675,126,C0026640,1
676,126,C0153381,1
677,126,C3160718,1
678,127,C0001956,1
679,127,C0085762,1
680,128,C0001973,1
681,131,C0001973,1
682,131,C0007107,1
683,131,C0014859,1
684,131,C0023055,1
685,131,C0031347,1
686,131,C0153381,1
687,131,C0546837,1
688,132,C0020796,1
689,132,C0036341,1
690,132,C0242184,1
691,132,C0700292,1
692,132,C0917816,1
693,132,C1112213,1
694,132,C3714756,1
695,133,C0005586,1
696,133,C0017658,1
697,133,C0020429,1
698,133,C0030193,1
699,133,C0036341,1
700,133,C0036690,1
701,133,C0038358,1
702,133,C0234230,1
703,133,C0234238,1
704,133,C0243026,1
705,133,C0458247,1
706,133,C0458257,1
707,133,C0458259,1
708,133,C0751211,1
709,133,C0751213,1
710,133,C0751214,1
711,133,C0751408,1
712,134,C0007370,1
713,134,C0013182,1
714,134,C0013221,1
715,134,C0020649,1
716,134,C0022116,1
717,134,C0027051,1
718,134,C0027746,1
719,134,C0036341,1
720,134,C0038525,1
721,134,C0038587,1
722,134,C0041755,1
723,134,C0087169,1
724,134,C0233612,1
725,134,C0242973,1
726,134,C0270192,1
727,134,C0428977,1
728,134,C0472381,1
729,134,C0740376,1
730,134,C0740391,1
731,134,C0740392,1
732,134,C0751019,1
733,134,C0751020,1
734,134,C0751021,1
735,134,C0751022,1
736,134,C0751530,1
737,134,C0751845,1
738,134,C0751847,1
739,134,C0795688,1
740,134,C0917805,1
741,134,C1527249,1
742,135,C0003469,1
743,135,C0003873,1
744,135,C0011573,1
745,135,C0013182,1
