,Gene_ID,Disease_ID,label
0,1,C0019209,1
1,2,C0002395,1
2,2,C0011265,1
3,2,C0011570,1
4,2,C0011581,1
5,2,C0019202,1
6,2,C0022660,1
7,2,C0023890,1
8,2,C0023893,1
9,2,C0239946,1
10,2,C0276496,1
11,2,C0494463,1
12,2,C0546126,1
13,2,C0750900,1
14,2,C0750901,1
15,2,C1527352,1
16,2,C1565662,1
17,2,C2239176,1
18,2,C2609414,1
19,2,C3279661,1
20,9,C0001973,1
21,9,C0005684,1
22,9,C0005695,1
23,9,C0006826,1
24,9,C0008625,1
25,9,C0013221,1
26,9,C0027651,1
27,9,C0028796,1
28,9,C0041755,1
29,9,C0086457,1
30,9,C0086692,1
31,9,C0376358,1
32,10,C0005684,1
33,10,C0005695,1
34,10,C0006142,1
35,10,C0013182,1
36,10,C0023452,1
37,10,C0023453,1
38,10,C0023530,1
39,10,C0023903,1
40,10,C0033578,1
41,10,C0041755,1
42,10,C0080218,1
43,10,C0086457,1
44,10,C0152234,1
45,10,C0344479,1
46,10,C0345904,1
47,10,C0345967,1
48,10,C0376358,1
49,10,C0678222,1
50,10,C1257931,1
51,10,C1458155,1
52,10,C1956346,1
53,10,C1961102,1
54,10,C3658290,1
55,10,C4277682,1
56,10,C4279912,1
57,12,C0033578,1
58,12,C0033975,1
59,12,C0349204,1
60,12,C0376358,1
61,13,C0023893,1
62,15,C0005587,1
63,15,C0011570,1
64,15,C0011581,1
65,15,C0393770,1
66,15,C0494410,1
67,15,C0751759,1
68,15,C0751760,1
69,16,C0004138,1
70,16,C0007959,1
71,16,C0543888,1
72,16,C2750090,1
73,18,C0004352,1
74,18,C0023380,1
75,18,C0023893,1
76,18,C0026825,1
77,18,C0036572,1
78,18,C0149958,1
79,18,C0151888,1
80,18,C0151889,1
81,18,C0234146,1
82,18,C0234784,1
83,18,C0241772,1
84,18,C0270844,1
85,18,C0270846,1
86,18,C0277839,1
87,18,C0277850,1
88,18,C0422850,1
89,18,C0422852,1
90,18,C0422853,1
91,18,C0422854,1
92,18,C0422855,1
93,18,C0427201,1
94,18,C0558845,1
95,18,C0558847,1
96,18,C0679465,1
97,18,C0751123,1
98,18,C0751456,1
99,18,C0751468,1
100,18,C0751469,1
101,18,C0751471,1
102,18,C0751472,1
103,18,C0751474,1
104,18,C0751475,1
105,18,C0751476,1
106,18,C0751477,1
107,18,C0751479,1
108,18,C0751480,1
109,18,C0751481,1
110,18,C0751494,1
111,18,C0751495,1
112,18,C0751496,1
113,18,C0751651,1
114,18,C2267233,1
115,18,C3495874,1
116,18,C3714756,1
117,18,C4316903,1
118,18,C4317109,1
119,18,C4505436,1
120,19,C0009402,1
121,19,C0009404,1
122,19,C0020443,1
123,19,C0020445,1
124,19,C0022661,1
125,19,C0039292,1
126,19,C0751544,1
127,19,C1563937,1
128,19,C1704417,1
129,19,C1704429,1
130,19,C3165209,1
131,19,C3276941,1
132,21,C0006142,1
133,21,C0009402,1
134,21,C0009404,1
135,21,C0013990,1
136,21,C0020192,1
137,21,C0020542,1
138,21,C0034069,1
139,21,C0035220,1
140,21,C0085786,1
141,21,C0852283,1
142,21,C1855670,1
143,21,C1970456,1
144,22,C0002896,1
145,22,C0004134,1
146,22,C0004138,1
147,22,C0010828,1
148,22,C0158995,1
149,22,C0240991,1
150,22,C0278161,1
151,22,C0427190,1
152,22,C0750937,1
153,22,C0750940,1
154,22,C0751651,1
155,22,C1845028,1
156,22,C3714756,1
157,23,C0032285,1
158,23,C0032300,1
159,23,C0887898,1
160,23,C1527304,1
161,23,C3714636,1
162,24,C0006142,1
163,24,C0008924,1
164,24,C0009402,1
165,24,C0009404,1
166,24,C0035334,1
167,24,C0271093,1
168,24,C1527249,1
169,24,C1855465,1
170,24,C1858080,1
171,24,C1866422,1
172,24,C3495438,1
173,25,C0001418,1
174,25,C0005941,1
175,25,C0006413,1
176,25,C0010828,1
177,25,C0014859,1
178,25,C0015544,1
179,25,C0023453,1
180,25,C0023473,1
181,25,C0027659,1
182,25,C0032927,1
183,25,C0151491,1
184,25,C0205642,1
185,25,C0205643,1
186,25,C0205645,1
187,25,C0282313,1
188,25,C0345904,1
189,25,C0546837,1
190,25,C0596263,1
191,25,C0678222,1
192,25,C1257931,1
193,25,C1292769,1
194,25,C1458155,1
195,25,C1961102,1
196,26,C0018800,1
197,26,C0020538,1
198,26,C1383860,1
199,28,C0001973,1
200,28,C0010054,1
201,28,C0010474,1
202,28,C0013295,1
203,28,C0033578,1
204,28,C0038454,1
205,28,C0085762,1
206,28,C0346647,1
207,28,C0376358,1
208,28,C0525045,1
209,28,C0677886,1
210,28,C0751956,1
211,28,C1956346,1
212,29,C0033578,1
213,31,C0018802,1
214,31,C0023212,1
215,31,C0235527,1
216,31,C0268603,1
217,31,C1527249,1
218,31,C1959583,1
219,31,C1961112,1
220,32,C0920563,1
221,33,C0220711,1
222,33,C0220994,1
223,34,C0003886,1
224,34,C0006142,1
225,34,C0085605,1
226,34,C0220710,1
227,34,C0220994,1
228,34,C0520459,1
229,34,C3714756,1
230,35,C0003886,1
231,35,C0005586,1
232,35,C0220994,1
233,35,C0342783,1
234,36,C0004352,1
235,36,C3714756,1
236,37,C0003886,1
237,37,C0035410,1
238,37,C0220994,1
239,37,C3887523,1
240,38,C0022333,1
241,38,C0022661,1
242,38,C0023893,1
243,38,C0036572,1
244,38,C0149958,1
245,38,C0234533,1
246,38,C0234535,1
247,38,C0270844,1
248,38,C0271713,1
249,38,C0422852,1
250,38,C0422853,1
251,38,C0751056,1
252,38,C0751110,1
253,38,C0751123,1
254,38,C0751494,1
255,38,C0751495,1
256,38,C0751496,1
257,38,C1536500,1
258,38,C3495874,1
259,38,C3714756,1
260,38,C4316903,1
261,38,C4317109,1
262,38,C4317123,1
263,38,C4505436,1
264,39,C0342735,1
265,40,C0004352,1
266,40,C0021368,1
267,41,C0021368,1
268,41,C0085742,1
269,41,C0272945,1
270,41,C0452047,1
271,41,C0917798,1
272,43,C0006142,1
273,43,C0007134,1
274,43,C0011265,1
275,43,C0022333,1
276,43,C0026650,1
277,43,C0027765,1
278,43,C0032343,1
279,43,C0036341,1
280,43,C0036572,1
281,43,C0040827,1
282,43,C0041755,1
283,43,C0149840,1
284,43,C0149958,1
285,43,C0234370,1
286,43,C0234371,1
287,43,C0234372,1
288,43,C0234374,1
289,43,C0234376,1
290,43,C0234377,1
291,43,C0234378,1
292,43,C0234381,1
293,43,C0234533,1
294,43,C0235078,1
295,43,C0235081,1
296,43,C0235082,1
297,43,C0235083,1
298,43,C0235843,1
299,43,C0236807,1
300,43,C0266487,1
301,43,C0270844,1
302,43,C0270846,1
303,43,C0276496,1
304,43,C0279702,1
305,43,C0353676,1
306,43,C0376358,1
307,43,C0422850,1
308,43,C0422852,1
309,43,C0422854,1
310,43,C0494475,1
311,43,C0546126,1
312,43,C0678222,1
313,43,C0751056,1
314,43,C0751123,1
315,43,C0751262,1
316,43,C0751263,1
317,43,C0751265,1
318,43,C0751293,1
319,43,C0751494,1
320,43,C0751495,1
321,43,C0751496,1
322,43,C0751564,1
323,43,C0751565,1
324,43,C1257931,1
325,43,C1266044,1
326,43,C1306837,1
327,43,C1458155,1
328,43,C1527384,1
329,43,C3494248,1
330,43,C3495874,1
331,43,C4048158,1
332,43,C4317109,1
333,43,C4317123,1
334,43,C4505436,1
335,47,C0023212,1
336,47,C1959583,1
337,47,C1961112,1
338,48,C0027626,1
339,48,C0029408,1
340,50,C0006142,1
341,50,C0035222,1
342,50,C3281192,1
343,50,C4225384,1
344,51,C0002152,1
345,51,C0023520,1
346,51,C0038433,1
347,51,C0543888,1
348,51,C1849678,1
349,51,C2239176,1
350,52,C0041696,1
351,53,C0268410,1
352,54,C0028754,1
353,54,C0432222,1
354,55,C0087031,1
355,55,C3714758,1
356,58,C0007194,1
357,58,C0149721,1
358,58,C0175709,1
359,58,C0206157,1
360,58,C0270960,1
361,58,C0270969,1
362,58,C0410180,1
363,58,C0410207,1
364,58,C0546125,1
365,58,C0751336,1
366,58,C0752282,1
367,58,C0949658,1
368,58,C2750536,1
369,58,C3661489,1
370,58,C4225181,1
371,59,C0005398,1
372,59,C0006142,1
373,59,C0007820,1
374,59,C0009375,1
375,59,C0013720,1
376,59,C0017668,1
377,59,C0019189,1
378,59,C0023890,1
379,59,C0023893,1
380,59,C0026654,1
381,59,C0036421,1
382,59,C0086432,1
383,59,C0086565,1
384,59,C0149519,1
385,59,C0162872,1
386,59,C0239946,1
387,59,C0269102,1
388,59,C0345050,1
389,59,C0520463,1
390,59,C0524611,1
391,59,C0678222,1
392,59,C1458155,1
393,59,C1619692,1
394,59,C1876165,1
395,59,C1968949,1
396,59,C2673186,1
397,59,C2931384,1
398,59,C3151201,1
399,59,C3714756,1
400,60,C0003129,1
401,60,C0003130,1
402,60,C0007097,1
403,60,C0009363,1
404,60,C0013393,1
405,60,C0013421,1
406,60,C0014859,1
407,60,C0024121,1
408,60,C0024667,1
409,60,C0024668,1
410,60,C0029408,1
411,60,C0036341,1
412,60,C0086743,1
413,60,C0151744,1
414,60,C0205696,1
415,60,C0205697,1
416,60,C0205698,1
417,60,C0205699,1
418,60,C0265541,1
419,60,C0376634,1
420,60,C0393588,1
421,60,C0497552,1
422,60,C0751093,1
423,60,C1257925,1
424,60,C1691779,1
425,60,C1846331,1
426,60,C1855722,1
427,60,C1858042,1
428,60,C1955869,1
429,60,C3714756,1
430,70,C0007193,1
431,70,C0007194,1
432,70,C0007959,1
433,70,C0032927,1
434,70,C0038356,1
435,70,C0264886,1
436,70,C0282313,1
437,70,C0344724,1
438,70,C0949658,1
439,70,C1449563,1
440,70,C1708349,1
441,70,C1960469,1
442,70,C2677506,1
443,70,C2748552,1
444,70,C3150681,1
445,70,C4021133,1
446,71,C0001787,1
447,71,C0007097,1
448,71,C0007621,1
449,71,C0009363,1
450,71,C0010278,1
451,71,C0024667,1
452,71,C0029456,1
453,71,C0029459,1
454,71,C0205697,1
455,71,C0266551,1
456,71,C0376634,1
457,71,C0497552,1
458,71,C0948089,1
459,71,C1257925,1
460,71,C1855722,1
461,71,C1858172,1
462,71,C3714756,1
463,72,C0007102,1
464,72,C0009375,1
465,72,C0266833,1
466,72,C1608393,1
467,72,C1835084,1
468,72,C1864996,1
469,72,C1968949,1
470,81,C0017668,1
471,81,C0024667,1
472,81,C0024668,1
473,81,C0086432,1
474,81,C0205696,1
475,81,C0205697,1
476,81,C0205699,1
477,81,C0333497,1
478,81,C1257925,1
479,87,C0023893,1
480,87,C3554663,1
481,87,C4304021,1
482,88,C0007193,1
483,88,C0007959,1
484,88,C0264886,1
485,88,C0340427,1
486,90,C0004114,1
487,90,C0006142,1
488,90,C0013720,1
489,90,C0025202,1
490,90,C0027122,1
491,90,C0205768,1
492,90,C0242488,1
493,90,C0259783,1
494,90,C0280783,1
495,90,C0280785,1
496,90,C0334579,1
497,90,C0334580,1
498,90,C0334581,1
499,90,C0334582,1
500,90,C0334583,1
501,90,C0338070,1
502,90,C0345050,1
503,90,C0547065,1
504,90,C0555198,1
505,90,C0678222,1
506,90,C0750936,1
507,90,C1257931,1
508,90,C1458155,1
509,90,C1704230,1
510,92,C0278701,1
511,92,C0920269,1
512,92,C1721098,1
513,93,C0037221,1
514,93,C0175707,1
515,93,C0265357,1
516,93,C0266642,1
517,93,C1167664,1
518,93,C3151057,1
519,93,C3178805,1
520,93,C4277690,1
521,94,C0007820,1
522,94,C0039445,1
523,94,C0162872,1
524,94,C0340543,1
525,94,C1701939,1
526,94,C1832529,1
527,94,C1838163,1
528,94,C2973725,1
529,94,C3203102,1
530,94,C3850148,1
531,94,C3852953,1
532,95,C0007134,1
533,95,C0282313,1
534,95,C1266043,1
535,95,C1266044,1
536,95,C1306837,1
537,95,C1835922,1
538,95,C3714756,1
539,98,C2750088,1
540,100,C0004352,1
541,100,C0023893,1
542,100,C0024121,1
543,100,C0037928,1
544,100,C0178824,1
545,100,C0392607,1
546,100,C1335302,1
547,100,C1863236,1
548,100,C2700553,1
549,101,C0019193,1
550,101,C1262760,1
551,101,C4277682,1
552,102,C0678222,1
553,102,C1257931,1
554,102,C1321872,1
555,102,C1458155,1
556,102,C3714534,1
557,102,C3810041,1
558,103,C0023520,1
559,103,C0037773,1
560,103,C0406775,1
561,103,C0543888,1
562,103,C0795996,1
563,103,C0796126,1
564,103,C1458155,1
565,103,C3489725,1
566,103,C3539013,1
567,104,C0005586,1
568,104,C0032460,1
569,104,C0033975,1
570,104,C1136382,1
571,105,C0013170,1
572,105,C0013222,1
573,105,C0038580,1
574,105,C0038586,1
575,105,C0236969,1
576,105,C1510472,1
577,107,C0038587,1
578,107,C0086189,1
579,107,C0149925,1
580,107,C0424295,1
581,107,C0751217,1
582,107,C1857809,1
583,108,C0004096,1
584,108,C0005586,1
585,109,C0005586,1
586,109,C0028754,1
587,109,C0028756,1
588,109,C0525045,1
589,111,C0001787,1
590,111,C0001973,1
591,111,C0007097,1
592,111,C0011570,1
593,111,C0011860,1
594,111,C0016059,1
595,111,C0024667,1
596,111,C0024668,1
597,111,C0029456,1
598,111,C0029459,1
599,111,C0036529,1
600,111,C0041696,1
601,111,C0205696,1
602,111,C0205697,1
603,111,C0205698,1
604,111,C0242698,1
605,111,C0393584,1
606,111,C0878544,1
607,111,C1535926,1
608,111,C1623038,1
609,111,C1847627,1
610,111,C1859098,1
611,111,C3714756,1
612,112,C0003886,1
613,113,C0001973,1
614,113,C0009324,1
615,113,C0011570,1
616,113,C0011581,1
617,113,C0023467,1
618,113,C0026998,1
619,113,C0036341,1
620,113,C0041696,1
621,113,C0087031,1
622,113,C0525045,1
623,113,C1269683,1
624,113,C3495559,1
625,113,C3714758,1
626,114,C0011570,1
627,114,C0011581,1
628,114,C0011875,1
629,114,C0025945,1
630,114,C0086189,1
631,114,C0087169,1
632,114,C0424295,1
633,114,C0751217,1
634,114,C1527249,1
635,116,C0005586,1
636,116,C0011570,1
637,116,C0026205,1
638,116,C0033141,1
639,116,C0036341,1
640,116,C0178824,1
641,116,C0268849,1
642,116,C0333233,1
643,116,C0392156,1
644,116,C0878544,1
645,116,C0878773,1
646,116,C3887612,1
647,117,C0004096,1
648,117,C0011570,1
649,117,C0011581,1
650,117,C0036341,1
651,118,C2239176,1
652,118,C4302111,1
653,119,C4302111,1
654,120,C0007786,1
655,120,C0149504,1
656,120,C0154659,1
657,120,C0235032,1
658,120,C0917798,1
659,120,C4302111,1
660,120,C4310767,1
661,123,C0015695,1
662,123,C0023893,1
663,123,C0024623,1
664,123,C0038356,1
665,123,C2711227,1
666,124,C0001973,1
667,125,C0001956,1
668,125,C0001973,1
669,125,C0007107,1
670,125,C0007785,1
671,125,C0009402,1
672,125,C0009404,1
673,125,C0014859,1
674,125,C0023055,1
675,125,C0026640,1
676,125,C0028754,1
677,125,C0031347,1
678,125,C0033975,1
679,125,C0153381,1
680,125,C0153405,1
681,125,C0349464,1
682,125,C0393756,1
683,125,C0546837,1
684,125,C0751010,1
685,125,C0751011,1
686,125,C0751014,1
687,125,C0887799,1
688,126,C0001969,1
689,126,C0001973,1
690,126,C0085762,1
691,126,C3160718,1
692,127,C0001956,1
693,127,C0001973,1
694,127,C0085762,1
695,131,C0001973,1
696,131,C0014859,1
697,131,C0023055,1
698,131,C0031347,1
699,131,C0153381,1
700,131,C0153405,1
701,131,C0546837,1
702,132,C0003129,1
703,132,C0020796,1
704,132,C0036341,1
705,132,C0242184,1
706,132,C0700292,1
707,132,C0917816,1
708,132,C1112213,1
709,132,C3714756,1
710,133,C0004352,1
711,133,C0017658,1
712,133,C0023893,1
713,133,C0034189,1
714,133,C0036341,1
715,133,C0036690,1
716,133,C0234230,1
717,133,C0234238,1
718,133,C0234254,1
719,133,C0458247,1
720,133,C0458257,1
721,133,C0458259,1
722,133,C0751211,1
723,133,C0751212,1
724,133,C0751213,1
725,133,C0751214,1
726,133,C1704377,1
727,133,C1719672,1
728,133,C2936719,1
729,134,C0013221,1
730,134,C0020649,1
731,134,C0022116,1
732,134,C0027746,1
733,134,C0033054,1
734,134,C0036341,1
735,134,C0038525,1
736,134,C0038587,1
737,134,C0086189,1
738,134,C0233612,1
739,134,C0428977,1
740,134,C0472383,1
741,134,C0740391,1
742,134,C0751019,1
743,134,C0751021,1
744,134,C0751022,1
745,134,C0751530,1
