,Protein1_ID,Protein2_ID,label
0,27,9322,1
1,27,10152,1
2,30,7919,1
3,60,60,1
4,60,1073,1
5,60,11034,1
6,71,1072,1
7,71,10486,1
8,71,11140,1
9,81,84708,1
10,87,89,1
11,87,1965,1
12,87,9099,1
13,87,9852,1
14,87,51778,1
15,87,55017,1
16,87,79778,1
17,87,79933,1
18,88,3351,1
19,88,6615,1
20,88,11102,1
21,88,55216,1
22,88,79778,1
23,88,79933,1
24,88,285093,1
25,88,399693,1
26,88,440836,1
27,89,5096,1
28,89,5318,1
29,89,5753,1
30,89,6615,1
31,89,7185,1
32,89,8022,1
33,89,9146,1
34,89,11281,1
35,89,55138,1
36,89,79778,1
37,89,84708,1
38,89,151254,1
39,89,170954,1
40,89,246100,1
41,89,285093,1
42,95,95,1
43,95,4521,1
44,104,6895,1
45,104,8575,1
46,104,23567,1
47,104,55922,1
48,104,79698,1
49,104,391257,1
50,152,4188,1
51,161,79719,1
52,162,4292,1
53,162,7307,1
54,162,9883,1
55,162,10667,1
56,162,26119,1
57,162,60314,1
58,162,79025,1
59,162,170680,1
60,162,343930,1
61,163,1281,1
62,163,4292,1
63,163,7918,1
64,163,9883,1
65,163,25959,1
66,163,53371,1
67,163,56158,1
68,163,91694,1
69,163,129807,1
70,163,399693,1
71,164,8905,1
72,164,84993,1
73,166,1656,1
74,166,2801,1
75,166,2997,1
76,166,3198,1
77,166,3215,1
78,166,3224,1
79,166,3885,1
80,166,4089,1
81,166,4236,1
82,166,4656,1
83,166,4665,1
84,166,5307,1
85,166,5892,1
86,166,6495,1
87,166,6626,1
88,166,6631,1
89,166,6934,1
90,166,7185,1
91,166,7545,1
92,166,7681,1
93,166,7704,1
94,166,7716,1
95,166,8022,1
96,166,8456,1
97,166,9146,1
98,166,9533,1
99,166,10152,1
100,166,10262,1
101,166,10933,1
102,166,22893,1
103,166,22924,1
104,166,23281,1
105,166,25959,1
106,166,26121,1
107,166,27124,1
108,166,30008,1
109,166,54764,1
110,166,55110,1
111,166,55138,1
112,166,55337,1
113,166,55668,1
114,166,58524,1
115,166,79190,1
116,166,79444,1
117,166,79869,1
118,166,80256,1
119,166,80742,1
120,166,80764,1
121,166,84330,1
122,166,84766,1
123,166,84970,1
124,166,90060,1
125,166,114327,1
126,166,125115,1
127,166,146325,1
128,166,158787,1
129,166,159195,1
130,166,220359,1
131,166,353323,1
132,166,386681,1
133,166,388677,1
134,189,3885,1
135,189,4188,1
136,189,9457,1
137,189,81851,1
138,189,83899,1
139,190,2104,1
140,191,79078,1
141,208,5966,1
142,208,9463,1
143,208,10174,1
144,208,57630,1
145,211,5493,1
146,211,7728,1
147,211,9724,1
148,211,10486,1
149,211,84460,1
150,211,142679,1
151,211,150483,1
152,211,165918,1
153,211,201255,1
154,211,389207,1
155,211,100287171,1
156,218,55663,1
157,221,81850,1
158,221,386683,1
159,230,23294,1
160,240,4223,1
161,240,283459,1
162,247,246100,1
163,250,3846,1
164,250,4223,1
165,250,50628,1
166,250,54544,1
167,250,81850,1
168,250,81851,1
169,250,353135,1
170,250,353140,1
171,250,386681,1
172,250,386682,1
173,262,262,1
174,270,271,1
175,271,271,1
176,273,339231,1
177,275,55697,1
178,279,5626,1
179,288,4665,1
180,321,158809,1
181,327,9798,1
182,329,640,1
183,329,5985,1
184,329,9747,1
185,329,23028,1
186,329,56915,1
187,329,79571,1
188,329,654483,1
189,331,842,1
190,331,1163,1
191,331,5859,1
192,331,10465,1
193,331,51027,1
194,331,64927,1
195,331,84708,1
196,331,654483,1
197,335,116173,1
198,336,117144,1
199,337,57085,1
200,347,56947,1
201,353,54902,1
202,356,8440,1
203,356,10484,1
204,356,23371,1
205,356,66037,1
206,356,375791,1
207,358,373,1
208,358,2735,1
209,358,2801,1
210,358,4188,1
211,358,5966,1
212,358,7205,1
213,358,7681,1
214,358,8548,1
215,358,8688,1
216,358,10656,1
217,358,22806,1
218,358,23619,1
219,358,23641,1
220,358,26575,1
221,358,57409,1
222,358,81851,1
223,358,83755,1
224,358,90933,1
225,358,154796,1
226,358,285622,1
227,358,386684,1
228,358,388633,1
229,360,56947,1
230,372,1315,1
231,373,373,1
232,373,1039,1
233,373,1466,1
234,373,2669,1
235,373,6629,1
236,373,7128,1
237,373,8270,1
238,373,8629,1
239,373,8664,1
240,373,8736,1
241,373,9099,1
242,373,23506,1
243,373,27132,1
244,373,29979,1
245,373,55093,1
246,373,55633,1
247,373,80125,1
248,373,83541,1
249,373,83640,1
250,373,84914,1
251,373,84919,1
252,373,143884,1
253,373,147687,1
254,373,152206,1
255,373,253827,1
256,377,84708,1
257,387,6938,1
258,387,9750,1
259,387,140876,1
260,389,140876,1
261,392,6455,1
262,398,645455,1
263,406,4862,1
264,406,9575,1
265,408,5626,1
266,410,9319,1
267,435,435,1
268,435,10612,1
269,435,55093,1
270,435,79892,1
271,439,10857,1
272,439,51608,1
273,440,140691,1
274,444,5542,1
275,444,30818,1
276,444,30820,1
277,444,123264,1
278,463,2801,1
279,463,5451,1
280,463,5987,1
281,463,23281,1
282,463,23384,1
283,463,80258,1
284,463,80321,1
285,463,83878,1
286,463,159989,1
287,468,1054,1
288,468,10403,1
289,468,51134,1
290,468,89958,1
291,468,122953,1
292,468,123283,1
293,468,390535,1
294,475,64168,1
295,509,4223,1
296,513,4188,1
297,513,375791,1
298,513,388677,1
299,514,57085,1
300,527,85027,1
301,527,199675,1
302,527,388512,1
303,535,84448,1
304,539,2801,1
305,539,80321,1
306,574,4223,1
307,578,597,1
308,578,598,1
309,578,4170,1
310,579,11281,1
311,580,9135,1
312,580,11077,1
313,580,23281,1
314,580,57511,1
315,580,64753,1
316,597,638,1
317,598,638,1
318,598,90427,1
319,599,90427,1
320,599,147872,1
321,604,4848,1
322,604,7186,1
323,604,59349,1
324,604,79983,1
325,604,140258,1
326,605,10513,1
327,631,23636,1
328,631,342574,1
329,640,5829,1
330,640,6774,1
331,640,8087,1
332,640,9021,1
333,640,10278,1
334,640,130540,1
335,642,642,1
336,642,23534,1
337,642,25796,1
338,642,91107,1
339,655,202559,1
340,655,375791,1
341,655,386681,1
342,660,6774,1
343,660,11099,1
344,663,4645,1
345,663,10613,1
346,663,196996,1
347,664,664,1
348,664,665,1
349,664,3895,1
350,664,7851,1
351,664,8834,1
352,664,56475,1
353,664,64102,1
354,664,89885,1
355,664,116173,1
356,664,123920,1
357,664,219738,1
358,665,8834,1
359,665,23710,1
360,665,56935,1
361,699,10425,1
362,705,3104,1
363,705,4223,1
364,705,4591,1
365,705,5706,1
366,705,5987,1
367,705,6293,1
368,705,7186,1
369,705,8087,1
370,705,8161,1
371,705,8553,1
372,705,9463,1
373,705,9830,1
374,705,10320,1
375,705,10521,1
376,705,10810,1
377,705,11077,1
378,705,22806,1
379,705,23149,1
380,705,23608,1
381,705,24144,1
382,705,29127,1
383,705,51421,1
384,705,54764,1
385,705,55145,1
386,705,57159,1
387,705,57594,1
388,705,64395,1
389,705,64753,1
390,705,79618,1
391,705,79720,1
392,705,84056,1
393,705,84456,1
394,705,84946,1
395,705,89857,1
396,705,114932,1
397,705,115704,1
398,705,145282,1
399,705,386682,1
400,705,653121,1
401,713,29978,1
402,718,3881,1
403,718,30008,1
404,733,29978,1
405,744,9319,1
406,744,9688,1
407,744,29911,1
408,744,55697,1
409,744,285782,1
410,750,3198,1
411,750,4223,1
412,750,9817,1
413,750,25894,1
414,750,54507,1
415,755,51324,1
416,755,64395,1
417,758,54764,1
418,761,56925,1
419,767,9500,1
420,779,5966,1
421,779,375791,1
422,780,29978,1
423,783,1488,1
424,783,124790,1
425,785,1488,1
426,785,23299,1
427,785,57511,1
428,785,80258,1
429,785,116412,1
430,785,159163,1
431,786,9218,1
432,801,80726,1
433,805,23216,1
434,805,80726,1
435,805,84223,1
436,808,80726,1
437,808,160140,1
438,815,816,1
439,815,817,1
440,815,818,1
441,815,6660,1
442,815,6821,1
443,815,7073,1
444,815,7407,1
445,815,9119,1
446,815,9747,1
447,815,10865,1
448,815,11140,1
449,815,23118,1
450,815,23201,1
451,815,27033,1
452,815,55093,1
453,815,65003,1
454,815,84528,1
455,815,84970,1
456,815,90121,1
457,815,91875,1
458,815,114823,1
459,815,130074,1
460,815,138046,1
461,815,200523,1
462,815,254950,1
463,815,337879,1
464,815,337967,1
465,815,337968,1
466,815,337972,1
467,815,337979,1
468,815,348093,1
469,816,816,1
470,816,818,1
471,816,9643,1
472,816,10623,1
473,816,10933,1
474,816,11140,1
475,816,51316,1
476,816,65003,1
477,816,81851,1
478,816,91875,1
479,816,140706,1
480,816,337967,1
481,816,337968,1
482,816,337970,1
483,817,818,1
484,817,23534,1
485,817,91875,1
486,818,10204,1
487,818,10482,1
488,818,25959,1
489,818,55342,1
490,818,64118,1
491,818,65003,1
492,818,91875,1
493,818,337966,1
494,818,337968,1
495,818,337970,1
496,840,4110,1
497,840,6303,1
498,840,60491,1
499,861,9146,1
500,861,9530,1
501,861,9531,1
502,861,84807,1
503,861,115290,1
504,862,1039,1
505,862,3212,1
506,862,3886,1
507,862,4223,1
508,862,5626,1
509,862,8022,1
510,862,9404,1
511,862,9454,1
512,862,10174,1
513,862,54550,1
514,862,57511,1
515,862,57630,1
516,862,63978,1
517,862,64333,1
518,862,79869,1
519,862,159989,1
520,862,220082,1
521,862,337968,1
522,862,339834,1
523,862,342574,1
524,862,645455,1
525,863,9139,1
526,863,9852,1
527,863,54815,1
528,863,55048,1
529,863,84816,1
530,863,92999,1
531,864,865,1
532,864,83606,1
533,868,5753,1
534,868,10311,1
535,868,10451,1
536,868,26578,1
537,868,84959,1
538,874,6386,1
539,874,23299,1
540,892,3868,1
541,892,3885,1
542,892,5966,1
543,892,11281,1
544,892,29946,1
545,894,1026,1
546,896,1021,1
547,896,1026,1
548,900,202243,1
549,946,5080,1
550,972,56159,1
551,973,89885,1
552,978,55093,1
553,978,79025,1
554,978,84708,1
555,978,113179,1
556,988,2801,1
557,988,7159,1
558,988,11346,1
559,988,25959,1
560,988,54764,1
561,988,83878,1
