,Gene_ID,Disease_ID,label
0,1,C0019209,1
1,2,C0007102,1
2,2,C0011265,1
3,2,C0011581,1
4,2,C0019202,1
5,2,C0022660,1
6,2,C0023893,1
7,2,C0024115,1
8,2,C0027726,1
9,2,C0239946,1
10,2,C0276496,1
11,2,C0750901,1
12,2,C1527352,1
13,2,C2239176,1
14,2,C2609414,1
15,2,C3279661,1
16,9,C0001973,1
17,9,C0004403,1
18,9,C0005684,1
19,9,C0008625,1
20,9,C0027651,1
21,9,C0028796,1
22,9,C0033578,1
23,9,C0041755,1
24,9,C0086457,1
25,9,C0086692,1
26,9,C0376358,1
27,10,C0005684,1
28,10,C0005695,1
29,10,C0006142,1
30,10,C0010054,1
31,10,C0011999,1
32,10,C0013182,1
33,10,C0013221,1
34,10,C0019193,1
35,10,C0023453,1
36,10,C0023530,1
37,10,C0023903,1
38,10,C0027806,1
39,10,C0033578,1
40,10,C0086457,1
41,10,C0152234,1
42,10,C0344479,1
43,10,C0345904,1
44,10,C0376358,1
45,10,C0860207,1
46,10,C1257931,1
47,10,C1262760,1
48,10,C1956346,1
49,10,C1961102,1
50,10,C4277682,1
51,12,C0033578,1
52,12,C0033975,1
53,12,C0349204,1
54,12,C0376358,1
55,13,C0023893,1
56,15,C0011570,1
57,15,C0751758,1
58,15,C0751759,1
59,15,C0751760,1
60,15,C0877792,1
61,16,C0004138,1
62,16,C0007959,1
63,16,C0543888,1
64,16,C4225361,1
65,18,C0004352,1
66,18,C0017168,1
67,18,C0022333,1
68,18,C0023380,1
69,18,C0033922,1
70,18,C0034933,1
71,18,C0036572,1
72,18,C0149958,1
73,18,C0151572,1
74,18,C0151888,1
75,18,C0151889,1
76,18,C0234146,1
77,18,C0234535,1
78,18,C0234784,1
79,18,C0241772,1
80,18,C0270824,1
81,18,C0270844,1
82,18,C0277839,1
83,18,C0277850,1
84,18,C0278211,1
85,18,C0342708,1
86,18,C0422850,1
87,18,C0422852,1
88,18,C0422854,1
89,18,C0422855,1
90,18,C0427201,1
91,18,C0427202,1
92,18,C0494475,1
93,18,C0522345,1
94,18,C0558846,1
95,18,C0558847,1
96,18,C0576612,1
97,18,C0751056,1
98,18,C0751110,1
99,18,C0751123,1
100,18,C0751330,1
101,18,C0751456,1
102,18,C0751468,1
103,18,C0751472,1
104,18,C0751474,1
105,18,C0751476,1
106,18,C0751478,1
107,18,C0751479,1
108,18,C0751480,1
109,18,C0751481,1
110,18,C0751494,1
111,18,C0751495,1
112,18,C0751496,1
113,18,C0751651,1
114,18,C3495874,1
115,18,C3714756,1
116,18,C4048158,1
117,18,C4317123,1
118,19,C0009402,1
119,19,C0009404,1
120,19,C0022661,1
121,19,C0031117,1
122,19,C0036341,1
123,19,C0039292,1
124,19,C0342898,1
125,19,C0473527,1
126,19,C1527249,1
